x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.3451390862464905,0.8172599077224731,6.390708904291387e-07,0.434511661529541,0.803443193435669,-0.032521650195121765,0.5165887475013733,0.7585901021957397,-0.06083770468831062,0.5796611905097961,0.7676310539245605,-0.09310689568519592,0.622174859046936,0.8143662214279175,-0.12799523770809174,0.5095645189285278,0.48864084482192993,-0.02845306135714054,0.5532592535018921,0.354853093624115,-0.058843448758125305,0.5747832655906677,0.2717953026294708,-0.08777640014886856,0.5913744568824768,0.19672420620918274,-0.11186373978853226,0.4621245861053467,0.4592933654785156,-0.043822821229696274,0.4875210225582123,0.2971038222312927,-0.06966040283441544,0.4969661831855774,0.19624236226081848,-0.09764458984136581,0.5009203553199768,0.11318004131317139,-0.1202017068862915,0.4104544520378113,0.46716490387916565,-0.06419152766466141,0.4255237579345703,0.3062448501586914,-0.08971218764781952,0.4304521083831787,0.20467683672904968,-0.11725693941116333,0.43337196111679077,0.11475184559822083,-0.13792552053928375,0.3540293574333191,0.508185088634491,-0.08851733803749084,0.32987773418426514,0.3871861696243286,-0.11576337367296219,0.3143051266670227,0.30548256635665894,-0.13247664272785187,0.30429983139038086,0.2281692624092102,-0.1442028284072876,open
0.36596250534057617,0.765822172164917,6.632529903072282e-07,0.4501859247684479,0.7520562410354614,-0.029270660132169724,0.5338605642318726,0.7114624381065369,-0.05203307047486305,0.5890977382659912,0.7056750655174255,-0.07921706140041351,0.6133372783660889,0.721527099609375,-0.1075437143445015,0.5240564346313477,0.42385333776474,-0.010877693071961403,0.5686977505683899,0.2960681915283203,-0.033731263130903244,0.5931552648544312,0.21940189599990845,-0.05930080637335777,0.6115845441818237,0.15165096521377563,-0.08040137588977814,0.47426995635032654,0.39412522315979004,-0.026020126417279243,0.503115177154541,0.2354753315448761,-0.04274144023656845,0.5153191089630127,0.13562029600143433,-0.06686023622751236,0.5204945802688599,0.05511030554771423,-0.08710629492998123,0.42198917269706726,0.3984729051589966,-0.04701920971274376,0.4385315775871277,0.23993177711963654,-0.0656307116150856,0.44494500756263733,0.14010754227638245,-0.08985164761543274,0.4480299949645996,0.05402183532714844,-0.1087358370423317,0.36322394013404846,0.43431487679481506,-0.07231095433235168,0.3423783779144287,0.31297439336776733,-0.0951860174536705,0.3268822133541107,0.23189128935337067,-0.10917576402425766,0.3150091767311096,0.15597185492515564,-0.11886897683143616,open
0.3875468373298645,0.8949298858642578,9.040624604494951e-07,0.4746282696723938,0.8653963804244995,-0.05093792825937271,0.5592812895774841,0.8133856654167175,-0.08899138867855072,0.6105506420135498,0.8052040338516235,-0.12827633321285248,0.6416134834289551,0.8139727115631104,-0.16859900951385498,0.5394861102104187,0.5133721828460693,-0.04546484723687172,0.5865017175674438,0.36217063665390015,-0.08540733903646469,0.6148115992546082,0.2674349546432495,-0.12249157577753067,0.6379650831222534,0.18106859922409058,-0.15169301629066467,0.47901928424835205,0.48431408405303955,-0.05716293305158615,0.5003841519355774,0.2929193079471588,-0.08983249962329865,0.5082663297653198,0.17305728793144226,-0.12498005479574203,0.5141988396644592,0.07445171475410461,-0.15259361267089844,0.41754645109176636,0.5014217495918274,-0.07547949999570847,0.42894411087036133,0.3160129189491272,-0.108645498752594,0.4314516484737396,0.2000948190689087,-0.14210562407970428,0.4349622130393982,0.09828588366508484,-0.16623422503471375,0.3513568639755249,0.557898759841919,-0.09911097586154938,0.3194456696510315,0.42689913511276245,-0.13474339246749878,0.2967720329761505,0.3374360203742981,-0.15551306307315826,0.28140896558761597,0.24984100461006165,-0.1689106822013855,open
0.3126445412635803,0.8176358938217163,5.439556503006315e-07,0.39480212330818176,0.8005950450897217,-0.033350732177495956,0.47526872158050537,0.7539026141166687,-0.05898566171526909,0.5350221395492554,0.7499721050262451,-0.08783721178770065,0.5786741971969604,0.7705912590026855,-0.11849261820316315,0.46355220675468445,0.49782222509384155,-0.029623674228787422,0.4974490702152252,0.3630998730659485,-0.05968695506453514,0.5160993933677673,0.2826692461967468,-0.08662343770265579,0.5301515460014343,0.21252143383026123,-0.10786783695220947,0.41554397344589233,0.4747435450553894,-0.042794086039066315,0.42836377024650574,0.3144610524177551,-0.06827061623334885,0.43144720792770386,0.21463161706924438,-0.09431879967451096,0.43034660816192627,0.13344243168830872,-0.11450012028217316,0.3664565682411194,0.4876301884651184,-0.06103387102484703,0.37031611800193787,0.3339316248893738,-0.08692152798175812,0.3682399094104767,0.2386806607246399,-0.11246834695339203,0.36438679695129395,0.1567671298980713,-0.13087254762649536,0.31426337361335754,0.5333783626556396,-0.0832229033112526,0.28185373544692993,0.4246864318847656,-0.11244197189807892,0.25926876068115234,0.35108935832977295,-0.12939324975013733,0.2409418821334839,0.2818857431411743,-0.13991031050682068,open
0.32340165972709656,0.8657920360565186,1.404451239750415e-07,0.40743759274482727,0.8355758786201477,-0.0008068812894634902,0.47397667169570923,0.7605920433998108,-0.007073279470205307,0.5158867239952087,0.7237675189971924,-0.02157002128660679,0.5243316292762756,0.7037981152534485,-0.039345934987068176,0.46470698714256287,0.5198968648910522,-0.00031665433198213577,0.4890904426574707,0.38329577445983887,-0.024457069113850594,0.5061740875244141,0.3051997423171997,-0.047726426273584366,0.5205569863319397,0.23720413446426392,-0.06677772849798203,0.4308595657348633,0.5066057443618774,-0.02678818441927433,0.43217647075653076,0.3391558527946472,-0.04900987446308136,0.4371598958969116,0.23632115125656128,-0.0738280862569809,0.43728819489479065,0.15033334493637085,-0.09426460415124893,0.39340031147003174,0.5261352062225342,-0.056121230125427246,0.37990429997444153,0.3645511269569397,-0.07825496792793274,0.3764582574367523,0.2671179473400116,-0.10044339299201965,0.3716466426849365,0.1778307855129242,-0.11839017271995544,0.35302644968032837,0.576927661895752,-0.08681506663560867,0.3261455297470093,0.4569934606552124,-0.11314118653535843,0.3147415518760681,0.37545502185821533,-0.12958623468875885,0.3052743673324585,0.2949865162372589,-0.1418885588645935,open
0.31114619970321655,0.8249785900115967,4.3767315105469606e-07,0.3949703574180603,0.7980747818946838,-0.02236136421561241,0.4776375889778137,0.7361307144165039,-0.04506443813443184,0.5317433476448059,0.7248678207397461,-0.07309932261705399,0.5513725876808167,0.7481780648231506,-0.10330765694379807,0.4414033591747284,0.4776507318019867,-0.016907036304473877,0.4601404070854187,0.3404494524002075,-0.0460309237241745,0.4739980697631836,0.2629748582839966,-0.0742746964097023,0.48821336030960083,0.19454827904701233,-0.0969461053609848,0.401612788438797,0.46651211380958557,-0.03611522167921066,0.39691510796546936,0.30010277032852173,-0.06085595488548279,0.39931267499923706,0.19705212116241455,-0.08744370937347412,0.40039998292922974,0.113827645778656,-0.1090589165687561,0.36316636204719543,0.4883168935775757,-0.06006375327706337,0.3490923345088959,0.32820695638656616,-0.08203092217445374,0.34450292587280273,0.23273929953575134,-0.10384501516819,0.34115350246429443,0.14854377508163452,-0.12107010930776596,0.32499659061431885,0.5410548448562622,-0.0877818912267685,0.2930893301963806,0.4257511794567108,-0.11102867871522903,0.27398374676704407,0.34745675325393677,-0.12497185170650482,0.2590186595916748,0.269584059715271,-0.1353413462638855,open
0.27218639850616455,0.8449733257293701,3.775671189032437e-07,0.2528844475746155,0.741196870803833,0.030466865748167038,0.2378925234079361,0.6483126878738403,0.031018737703561783,0.22421137988567352,0.5941967964172363,0.02260676957666874,0.20387610793113708,0.5693745017051697,0.010315951891243458,0.2747842073440552,0.4946829080581665,-0.0071719069965183735,0.2768397331237793,0.32488882541656494,-0.0334416888654232,0.28287822008132935,0.2217714786529541,-0.05009966716170311,0.28791937232017517,0.14348089694976807,-0.060778629034757614,0.30122891068458557,0.5033081769943237,-0.0433981828391552,0.3167378604412079,0.30076006054878235,-0.06668582558631897,0.3303166925907135,0.17695757746696472,-0.08415594696998596,0.3403806984424591,0.08258143067359924,-0.09635158628225327,0.34115245938301086,0.5388830304145813,-0.07732605934143066,0.36885693669319153,0.34998202323913574,-0.10059104859828949,0.3865559995174408,0.23643037676811218,-0.12131265550851822,0.3987900912761688,0.1489313244819641,-0.13639818131923676,0.39306166768074036,0.5976212024688721,-0.10791885107755661,0.451033353805542,0.49523037672042847,-0.13137497007846832,0.4861665964126587,0.4231035113334656,-0.1449534296989441,0.5182827711105347,0.35869425535202026,-0.1540713757276535,open
0.3866509199142456,0.803638219833374,6.879213856336719e-07,0.31360939145088196,0.7193702459335327,-0.014041949063539505,0.2673152983188629,0.6216886043548584,-0.03183898702263832,0.2233196645975113,0.5528344511985779,-0.04910331591963768,0.17512014508247375,0.5297785401344299,-0.06974422931671143,0.33816778659820557,0.46719425916671753,-0.049704864621162415,0.3235042691230774,0.29960376024246216,-0.08009999245405197,0.3154558539390564,0.20271706581115723,-0.09825146198272705,0.3095209300518036,0.12535721063613892,-0.10963500291109085,0.39882609248161316,0.4712262749671936,-0.062441106885671616,0.4053363800048828,0.28303420543670654,-0.08904356509447098,0.4105643033981323,0.16889941692352295,-0.10899315029382706,0.4143853783607483,0.08085820078849792,-0.1227075383067131,0.4480454921722412,0.5035492181777954,-0.07512317597866058,0.4661949872970581,0.343386173248291,-0.1041143611073494,0.48076146841049194,0.2379400134086609,-0.1303170919418335,0.4900180697441101,0.15458548069000244,-0.14830893278121948,0.48698824644088745,0.5535972118377686,-0.08696381002664566,0.5334603190422058,0.4613424241542816,-0.11455721408128738,0.5654024481773376,0.4022238850593567,-0.1298791617155075,0.5912842750549316,0.3505737781524658,-0.13976427912712097,open
0.3750384449958801,0.8204494714736938,9.776659908311558e-07,0.3004763722419739,0.7274545431137085,-0.05782904848456383,0.25684720277786255,0.6279654502868652,-0.08783277124166489,0.2004292756319046,0.5565775036811829,-0.1067681759595871,0.1510501354932785,0.5210118293762207,-0.12541277706623077,0.33714136481285095,0.456847608089447,-0.07175592333078384,0.3240392804145813,0.2798401713371277,-0.09952566027641296,0.31235355138778687,0.17316782474517822,-0.11767363548278809,0.30502933263778687,0.08787408471107483,-0.12873029708862305,0.3938378691673279,0.4668453633785248,-0.05186789110302925,0.3996914029121399,0.277925580739975,-0.07667355239391327,0.40587928891181946,0.16251271963119507,-0.09454069286584854,0.4129878878593445,0.07280144095420837,-0.1064835712313652,0.4337955713272095,0.5098937153816223,-0.03490351140499115,0.4449983537197113,0.3530541658401489,-0.057405658066272736,0.4609367549419403,0.25077950954437256,-0.079702228307724,0.47426262497901917,0.17305409908294678,-0.09392684698104858,0.45629367232322693,0.5653736591339111,-0.021007049828767776,0.48374736309051514,0.46919745206832886,-0.039848241955041885,0.505642831325531,0.4081757664680481,-0.052106548100709915,0.5272530913352966,0.3552747368812561,-0.06015654280781746,open
0.3697420358657837,0.8123427033424377,8.760224545767414e-07,0.29117125272750854,0.7219929695129395,-0.038717370480298996,0.24356041848659515,0.624578595161438,-0.06381572037935257,0.19465769827365875,0.5496116876602173,-0.08122686296701431,0.14312513172626495,0.518458902835846,-0.09937393665313721,0.3324177861213684,0.4569489657878876,-0.06718065589666367,0.3211020231246948,0.2804526686668396,-0.09415801614522934,0.3104551434516907,0.17842000722885132,-0.10932087898254395,0.30230847001075745,0.09464043378829956,-0.11802151799201965,0.3925529718399048,0.4672977328300476,-0.05802739039063454,0.40181276202201843,0.27486932277679443,-0.08380375802516937,0.40946465730667114,0.15742948651313782,-0.09879820048809052,0.4179369807243347,0.06719395518302917,-0.10815612226724625,0.435525506734848,0.5102410912513733,-0.04952368512749672,0.4515577256679535,0.3525736331939697,-0.07290861010551453,0.4683515429496765,0.24896956980228424,-0.09292581677436829,0.48161423206329346,0.17070525884628296,-0.10516428202390671,0.46171849966049194,0.5632681846618652,-0.04221696779131889,0.49470117688179016,0.4681702256202698,-0.061779458075761795,0.51729816198349,0.4061835706233978,-0.07262206077575684,0.5390844345092773,0.35202836990356445,-0.07908660173416138,open
